Date,NVDA,INTC,AMD,QCOM,TSM
2015-01-02,0.48309916257858276,27.896453857421875,2.6700000762939453,55.25331497192383,16.79049301147461
2015-01-05,0.4749394953250885,27.581897735595703,2.6600000858306885,54.992950439453125,16.383541107177734
2015-01-06,0.4605400562286377,27.067855834960938,2.630000114440918,54.21192169189453,16.097166061401367
2015-01-07,0.4593401551246643,27.635597229003906,2.5799999237060547,54.84419250488281,16.330791473388672
2015-01-08,0.4766193628311157,28.14964485168457,2.609999895095825,55.42438888549805,16.436290740966797
2015-01-09,0.47853919863700867,28.203351974487305,2.630000114440918,55.357425689697266,15.976588249206543
2015-01-12,0.47253966331481934,28.08059310913086,2.630000114440918,54.72517395019531,15.667608261108398
2015-01-13,0.47181957960128784,28.003881454467773,2.6600000858306885,54.27886962890625,15.863548278808594
2015-01-14,0.47373947501182556,27.888784408569336,2.630000114440918,53.720985412597656,15.871084213256836
2015-01-15,0.47037965059280396,27.766023635864258,2.5199999809265137,53.09613037109375,17.25019645690918
2015-01-16,0.47901928424835205,27.96551513671875,2.390000104904175,53.029205322265625,17.031648635864258
2015-01-20,0.48045921325683594,27.689298629760742,2.240000009536743,53.914390563964844,17.40091896057129
2015-01-21,0.4871790111064911,27.98853302001953,2.450000047683716,53.252357482910156,17.491352081298828
2015-01-22,0.49557849764823914,28.318429946899414,2.4700000286102295,53.490386962890625,17.86815643310547
2015-01-23,0.497018426656723,27.96551513671875,2.450000047683716,53.69123458862305,18.079166412353516
2015-01-26,0.4948584735393524,27.47447967529297,2.609999895095825,54.01106262207031,18.207284927368164
2015-01-27,0.47109973430633545,26.2315673828125,2.700000047683716,53.38622283935547,18.229894638061523
2015-01-28,0.46341997385025024,25.917003631591797,2.630000114440918,52.8060417175293,18.033952713012695
2015-01-29,0.47469934821128845,26.24692153930664,2.609999895095825,47.37591552734375,17.5516414642334
2015-01-30,0.46077996492385864,25.34925651550293,2.569999933242798,46.46097946166992,17.114545822143555
2015-02-02,0.47085967659950256,25.817270278930664,2.6700000762939453,48.74461364746094,17.287878036499023
2015-02-03,0.4826190769672394,25.85562515258789,2.759999990463257,49.808319091796875,17.44613265991211
2015-02-04,0.4838191568851471,25.96381187438965,2.8499999046325684,49.808319091796875,17.77018928527832
2015-02-05,0.49173879623413086,26.22653579711914,3.309999942779541,50.54472732543945,17.830476760864258
2015-02-06,0.48957884311676025,25.731990814208984,3.0299999713897705,49.35457229614258,17.4084529876709
2015-02-09,0.4890989065170288,25.446077346801758,3.0399999618530273,49.91987991333008,17.084400177001953
2015-02-10,0.5027783513069153,26.04108238220215,3.0399999618530273,52.26303482055664,17.981201171875
2015-02-11,0.4994184076786041,25.92517852783203,3.069999933242798,52.225830078125,18.305252075195312
2015-02-12,0.5351769328117371,26.37335968017578,3.119999885559082,52.359718322753906,18.440902709960938
2015-02-13,0.5354169011116028,26.55108070373535,3.1500000953674316,52.72420120239258,18.719741821289062
2015-02-17,0.5370967388153076,26.8447265625,3.109999895095825,52.664710998535156,18.6669921875
2015-02-18,0.5308570265769958,26.481538772583008,3.0799999237060547,52.471309661865234,18.62177085876465
2015-02-19,0.5322968363761902,26.4351806640625,3.059999942779541,52.798606872558594,18.47858428955078
2015-02-20,0.5361369252204895,26.589723587036133,3.059999942779541,53.20027160644531,18.418296813964844
2015-02-23,0.5318171381950378,26.08745002746582,3.059999942779541,52.768836975097656,18.25250244140625
2015-02-24,0.5374786853790283,26.589723587036133,3.109999895095825,53.08870315551758,18.870464324951172
2015-02-25,0.5333829522132874,26.234268188476562,3.0999999046325684,53.319305419921875,18.870464324951172
2015-02-26,0.5348283648490906,26.00245475769043,3.0799999237060547,53.56476593017578,18.599163055419922
2015-02-27,0.5314557552337646,25.69335174560547,3.109999895095825,53.93669509887695,18.48611831665039
2015-03-02,0.5444650650024414,26.319276809692383,3.2100000381469727,54.363162994384766,18.561477661132812
2015-03-03,0.5343464612960815,26.350173950195312,3.140000104904175,53.427921295166016,18.463512420654297
2015-03-04,0.5403695702552795,26.365631103515625,3.049999952316284,53.008934020996094,18.335397720336914
2015-03-05,0.5507287383079529,26.064260482788086,2.9800000190734863,53.068790435791016,18.433364868164062
2015-03-06,0.5432602167129517,25.646982192993164,2.9200000762939453,53.502750396728516,18.15453338623047
2015-03-09,0.5447059273719788,25.283803939819336,2.930000066757202,54.40056610107422,17.672218322753906
2015-03-10,0.5541014671325684,24.49561882019043,2.9200000762939453,53.787044525146484,17.370769500732422
2015-03-11,0.5512105226516724,24.982444763183594,2.8399999141693115,52.57499694824219,17.702369689941406
2015-03-12,0.5461513996124268,23.80015754699707,2.759999990463257,51.9016227722168,17.732507705688477
2015-03-13,0.5468740463256836,23.90061378479004,2.75,51.355445861816406,17.99626922607422
2015-03-16,0.5533788800239563,23.823348999023438,2.759999990463257,52.372989654541016,18.297714233398438
2015-03-17,0.5601242780685425,23.637887954711914,2.7699999809265137,52.23831558227539,18.320323944091797
2015-03-18,0.5509697198867798,23.869705200195312,2.75,52.545074462890625,18.62177085876465
2015-03-19,0.5594015121459961,23.753793716430664,2.740000009536743,52.245792388916016,18.58409309387207
2015-03-20,0.5654242634773254,24.19425392150879,2.799999952316284,52.40290451049805,18.6669921875
2015-03-23,0.5471149682998657,24.1092529296875,2.8399999141693115,52.42535400390625,18.689594268798828
2015-03-24,0.539646565914154,23.792434692382812,2.7899999618530273,51.602359771728516,18.463512420654297
2015-03-25,0.5068823099136353,23.09697151184082,2.630000114440918,50.28554153442383,17.468748092651367
2015-03-26,0.5051958560943604,23.243791580200195,2.6500000953674316,50.248130798339844,17.483814239501953
2015-03-27,0.5150735974311829,24.727432250976562,2.7200000286102295,50.15087127685547,17.287878036499023
2015-03-30,0.5172417163848877,24.31015968322754,2.700000047683716,51.53501510620117,17.52149772644043
2015-03-31,0.5042323470115662,24.16334342956543,2.680000066757202,51.879173278808594,17.69482421875
2015-04-01,0.5061598420143127,23.807886123657227,2.690000057220459,51.946529388427734,17.506418228149414
2015-04-02,0.5073642730712891,23.807886123657227,2.690000057220459,50.854164123535156,17.853086471557617
2015-04-06,0.5220600366592407,23.98561668395996,2.700000047683716,50.69705581665039,17.74004364013672
2015-04-07,0.5266374349594116,24.155616760253906,2.700000047683716,50.36783981323242,17.627002716064453
2015-04-08,0.5304919481277466,24.19425392150879,2.7100000381469727,50.322967529296875,17.483814239501953
2015-04-09,0.542778730392456,24.140169143676758,2.7200000286102295,51.48264694213867,17.664682388305664
2015-04-10,0.5483194589614868,24.673351287841797,2.759999990463257,51.744503021240234,17.70989990234375
2015-04-13,0.5432602167129517,24.518798828125,2.7799999713897705,51.42280197143555,17.581787109375
2015-04-14,0.5386831164360046,24.333343505859375,2.6700000762939453,51.602359771728516,17.468748092651367
2015-04-15,0.5451877117156982,25.368812561035156,2.700000047683716,51.22077560424805,17.717435836791992
2015-04-16,0.5418151021003723,25.39971923828125,2.869999885559082,50.80927658081055,17.513959884643555
2015-04-17,0.5348283648490906,25.09062385559082,2.5799999237060547,50.21071243286133,17.498886108398438
2015-04-20,0.5321784019470215,25.291532516479492,2.490000009536743,51.355445861816406,17.53657341003418
